epoch,accuracy,loss,lr,val_accuracy,val_loss
34,0.49452955,1.368036675157554,9.999999e-06,0.32679739594459534,6.322547320446937
35,0.49525893,1.3679999471319408,9.999999e-06,0.32679739594459534,6.3234974106932
36,0.49452955,1.3679560356814873,9.999999e-06,0.32679739594459534,6.32467210682389
37,0.49525893,1.3679209898893716,9.999999e-06,0.32679739594459534,6.325959062264635
38,0.49598834,1.367873112708439,9.999999e-06,0.32679739594459534,6.326821514204437
39,0.49598834,1.3678235829441674,9.999999e-06,0.32679739594459534,6.327746715420991
40,0.49598834,1.3677785786984178,9.999999e-06,0.32679739594459534,6.328765096228107
41,0.49452955,1.3676493701753958,9.999999e-07,0.32679739594459534,6.328890557382621
42,0.49452955,1.3676451575051773,9.999999e-07,0.32679739594459534,6.328982615003399
43,0.49452955,1.3676417033051504,9.999999e-07,0.32679739594459534,6.329104186662661
44,0.49452955,1.367637256303032,9.999999e-07,0.32679739594459534,6.3292117274664585
45,0.49452955,1.3676331485822024,9.999999e-07,0.32679739594459534,6.329343976538166
46,0.49452955,1.367628087360958,9.999999e-07,0.32679739594459534,6.329458623150595
47,0.49452955,1.3676236282727041,9.999999e-07,0.32679739594459534,6.329585517933166
48,0.49452955,1.367620400318171,9.999999e-07,0.32679739594459534,6.3297081242978965
49,0.49452955,1.3676149185168143,9.999999e-07,0.32679739594459534,6.32983912673651
50,0.49452955,1.3676115242257594,9.999999e-07,0.32679739594459534,6.329947590048796
51,0.49452955,1.3675974628335799,9.999999e-08,0.32679739594459534,6.329958697549658
52,0.49452955,1.3675971746792503,9.999999e-08,0.32679739594459534,6.329969455993253
53,0.49452955,1.3675966705395999,9.999999e-08,0.32679739594459534,6.329977646372677
54,0.49452955,1.367596504290029,9.999999e-08,0.32679739594459534,6.329984396890877
55,0.49452955,1.3675959791083305,9.999999e-08,0.32679739594459534,6.329994712779724
56,0.49452955,1.3675955930476116,9.999999e-08,0.32679739594459534,6.330004473916845
57,0.49452955,1.3675954493182494,9.999999e-08,0.32679739594459534,6.330011087305405
58,0.49452955,1.3675948472722093,9.999999e-08,0.32679739594459534,6.330023173413245
59,0.49452955,1.3675946266785057,9.999999e-08,0.32679739594459534,6.330037042206409
60,0.49452955,1.367594094540758,9.999999e-08,0.32679739594459534,6.330047277064105
61,0.49452955,1.3675928527121124,9.999999e-09,0.32679739594459534,6.330048492531371
62,0.49452955,1.367592841321582,9.999999e-09,0.32679739594459534,6.3300496020348245
63,0.49452955,1.367592846277767,9.999999e-09,0.32679739594459534,6.330049714231802
64,0.49452955,1.3675928081499236,9.999999e-09,0.32679739594459534,6.330050169252882
65,0.49452955,1.367592800280893,9.999999e-09,0.32679739594459534,6.330051334854824
66,0.49452955,1.3675927809778572,9.999999e-09,0.32679739594459534,6.330052575254752
67,0.49452955,1.367592760370562,9.999999e-09,0.32679739594459534,6.330053073907989
68,0.49452955,1.367592756544735,9.999999e-09,0.32679739594459534,6.330053098840652
69,0.49452955,1.367592754979624,9.999999e-09,0.32679739594459534,6.3300537221571975
70,0.49452955,1.3675927484148527,9.999999e-09,0.32679739594459534,6.330055673137989
71,0.49452955,1.367592685679986,9.999999e-10,0.32679739594459534,6.330055560941011
72,0.49452955,1.367592687245097,9.999999e-10,0.32679739594459534,6.330055972329931
73,0.49452955,1.3675926805499,9.999999e-10,0.32679739594459534,6.33005594739727
74,0.49452955,1.367592688114603,9.999999e-10,0.32679739594459534,6.33005582273396
75,0.49452955,1.3675926965488125,9.999999e-10,0.32679739594459534,6.330055604573169
76,0.49452955,1.367592685679986,9.999999e-10,0.32679739594459534,6.330055866366118
77,0.49452955,1.3675926858538872,9.999999e-10,0.32679739594459534,6.330055766635471
78,0.49452955,1.3675926844626773,9.999999e-10,0.32679739594459534,6.330055828967126
79,0.49452955,1.3675926902014177,9.999999e-10,0.32679739594459534,6.330055604573169
80,0.49452955,1.3675926699419252,9.999999e-10,0.32679739594459534,6.33005608452691
81,0.49452955,1.367592676897974,9.999999e-11,0.32679739594459534,6.33005608452691
82,0.49452955,1.3675926770718754,9.999999e-11,0.32679739594459534,6.330055872599284
83,0.49452955,1.3675926782891838,9.999999e-11,0.32679739594459534,6.330055872599284
84,0.49452955,1.3675926844626773,9.999999e-11,0.32679739594459534,6.330055872599284
85,0.49452955,1.3675926803759986,9.999999e-11,0.32679739594459534,6.330055872599284
86,0.49452955,1.3675926859408378,9.999999e-11,0.32679739594459534,6.330055972329931
87,0.49452955,1.3675926880276525,9.999999e-11,0.32679739594459534,6.330055972329931
88,0.49452955,1.3675926891145351,9.999999e-11,0.32679739594459534,6.330055972329931
89,0.49452955,1.3675926772457765,9.999999e-11,0.32679739594459534,6.330055972329931
90,0.49452955,1.3675926777674803,9.999999e-11,0.32679739594459534,6.330056072060579
91,0.49452955,1.3675926735069002,9.999999e-12,0.32679739594459534,6.330056072060579
92,0.49452955,1.367592689940566,9.999999e-12,0.32679739594459534,6.330056072060579
93,0.49452955,1.367592679854295,9.999999e-12,0.32679739594459534,6.330056072060579
94,0.49452955,1.3675926900275166,9.999999e-12,0.32679739594459534,6.330056072060579
95,0.49452955,1.3675926859408378,9.999999e-12,0.32679739594459534,6.330056072060579
96,0.49452955,1.3675926842018256,9.999999e-12,0.32679739594459534,6.330056072060579
97,0.49452955,1.3675926847235291,9.999999e-12,0.32679739594459534,6.330056072060579
98,0.49452955,1.3675926817672084,9.999999e-12,0.32679739594459534,6.330056072060579
99,0.49452955,1.367592677158826,9.999999e-12,0.32679739594459534,6.330056072060579
