epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.1356674,2.102951201968259,0.005,0.15032680332660675,2.0798100396698596
1,0.12691467,2.072854692269902,0.005,0.15032680332660675,2.080958927378935
2,0.13056163,2.070056934412338,0.005,0.15032680332660675,2.082335397308948
3,0.12618527,2.067692052352872,0.005,0.15032680332660675,2.08400617549622
4,0.123997085,2.065921294089219,0.005,0.15032680332660675,2.0854112463059766
5,0.134938,2.064309867257884,0.005,0.15032680332660675,2.0870715605667214
6,0.14077316,2.0647937095052216,0.005,0.15032680332660675,2.088365766737196
7,0.14296134,2.0634193566487187,0.005,0.15032680332660675,2.089640397651523
8,0.13202043,2.0627933666707823,0.005,0.15032680332660675,2.091114695555244
9,0.123997085,2.0629249252080046,0.005,0.13071896135807037,2.092100497164757
10,0.1356674,2.061355964707946,0.005,0.13071896135807037,2.0929687038745755
11,0.1356674,2.0611304158628814,0.00049999997,0.13071896135807037,2.093091966279971
12,0.15098469,2.060179319806033,0.00049999997,0.13071896135807037,2.0932054145663392
13,0.13858497,2.0615537542222104,0.00049999997,0.13071896135807037,2.0932971979278365
14,0.12326769,2.06153159207623,0.00049999997,0.13071896135807037,2.0933986738616346
15,0.14660831,2.0598829653383084,0.00049999997,0.13071896135807037,2.093519888672174
16,0.14223194,2.0610637002231256,0.00049999997,0.13071896135807037,2.0936211978687957
17,0.14077316,2.0606785293567973,0.00049999997,0.13071896135807037,2.0937210204554537
18,0.12983224,2.0607714659971186,0.00049999997,0.13071896135807037,2.093847645653619
19,0.12983224,2.0620846449241945,0.00049999997,0.13071896135807037,2.093934511047563
20,0.134938,2.061955736641637,0.00049999997,0.13071896135807037,2.0940406010820976
21,0.1363968,2.0608467914865107,4.9999995e-05,0.13071896135807037,2.0940492838815925
22,0.12764406,2.0611953119741226,4.9999995e-05,0.13071896135807037,2.0940606407090727
23,0.15171407,2.060822372102633,4.9999995e-05,0.13071896135807037,2.094070577933118
24,0.12035011,2.0611824445008016,4.9999995e-05,0.13071896135807037,2.0940785423602932
25,0.13931437,2.061248543139012,4.9999995e-05,0.13071896135807037,2.0940888317581874
26,0.134938,2.0605381792431587,4.9999995e-05,0.13071896135807037,2.094100995780596
27,0.14004377,2.061166953727505,4.9999995e-05,0.13071896135807037,2.0941125084372127
28,0.15973742,2.0607964194316573,4.9999995e-05,0.13071896135807037,2.094124332752103
29,0.1363968,2.0606863576943297,4.9999995e-05,0.13071896135807037,2.0941361009685044
30,0.13202043,2.062163875539489,4.9999995e-05,0.13071896135807037,2.0941439563152837
31,0.12910284,2.059967347255682,4.9999994e-06,0.13071896135807037,2.0941454211091686
32,0.13712619,2.0620727109526475,4.9999994e-06,0.13071896135807037,2.0941457763996
33,0.1356674,2.061359893136612,4.9999994e-06,0.13071896135807037,2.094146876553305
34,0.13056163,2.0619908196486145,4.9999994e-06,0.13071896135807037,2.094148003197963
35,0.13712619,2.0606825125643495,4.9999994e-06,0.13071896135807037,2.094149132959204
36,0.13274981,2.061683829555887,4.9999994e-06,0.13071896135807037,2.0941499385958404
37,0.12035011,2.0617176535179977,4.9999994e-06,0.13071896135807037,2.094150642943538
38,0.134938,2.061927422392029,4.9999994e-06,0.13071896135807037,2.094150812797297
39,0.12983224,2.060897024072582,4.9999994e-06,0.13071896135807037,2.0941517571218653
40,0.1342086,2.060343794714874,4.9999994e-06,0.13071896135807037,2.0941526422313617
41,0.14077316,2.0605028536439725,4.9999994e-07,0.13071896135807037,2.094152692096685
42,0.15536106,2.0605452643268567,4.9999994e-07,0.13071896135807037,2.0941528167599945
43,0.1342086,2.0611100539423792,4.9999994e-07,0.13071896135807037,2.094152791827333
44,0.14296134,2.062082945213624,4.9999994e-07,0.13071896135807037,2.094152791827333
45,0.124726474,2.060705131201045,4.9999994e-07,0.13071896135807037,2.094152791827333
46,0.12910284,2.060516559495098,4.9999994e-07,0.13071896135807037,2.0941530162212896
47,0.14004377,2.060916801337166,4.9999994e-07,0.13071896135807037,2.0941531019273145
48,0.1363968,2.0616518992042123,4.9999994e-07,0.13071896135807037,2.0941532156825846
49,0.14442013,2.0611721925019,4.9999994e-07,0.13071896135807037,2.0941533403458936
50,0.14369074,2.0611515384273402,4.9999994e-07,0.13071896135807037,2.0941533403458936
51,0.134938,2.061310952984443,4.9999993e-08,0.13071896135807037,2.094153365278556
52,0.14369074,2.060447162472358,4.9999993e-08,0.13071896135807037,2.0941533403458936
53,0.14150256,2.0596202284119407,4.9999993e-08,0.13071896135807037,2.0941533403458936
54,0.1342086,2.0618601109666774,4.9999993e-08,0.13071896135807037,2.0941533403458936
55,0.13129103,2.06167618937948,4.9999993e-08,0.13071896135807037,2.0941533902112175
56,0.14223194,2.0614756179673233,4.9999993e-08,0.13071896135807037,2.0941533902112175
57,0.1487965,2.060972228874524,4.9999993e-08,0.13071896135807037,2.0941533902112175
58,0.13931437,2.0605433588911373,4.9999993e-08,0.13071896135807037,2.0941533902112175
59,0.1480671,2.061296194857007,4.9999993e-08,0.13071896135807037,2.0941533902112175
60,0.13347921,2.0615708845362533,4.9999993e-08,0.13071896135807037,2.0941533902112175
61,0.1363968,2.0606475215511195,4.9999995e-09,0.13071896135807037,2.0941533902112175
62,0.14150256,2.0605129414801175,4.9999995e-09,0.13071896135807037,2.0941533902112175
63,0.1342086,2.0617218574062046,4.9999995e-09,0.13071896135807037,2.0941533902112175
64,0.12691467,2.062479908843705,4.9999995e-09,0.13071896135807037,2.0941533902112175
65,0.123997085,2.061488002864746,4.9999995e-09,0.13071896135807037,2.0941533902112175
66,0.14223194,2.0605315845609145,4.9999995e-09,0.13071896135807037,2.0941533902112175
67,0.1342086,2.061412400350703,4.9999995e-09,0.13071896135807037,2.0941533902112175
68,0.1342086,2.0619004527466913,4.9999995e-09,0.13071896135807037,2.0941533902112175
69,0.134938,2.061943233143579,4.9999995e-09,0.13071896135807037,2.0941533902112175
70,0.12253829,2.06121821772174,4.9999995e-09,0.13071896135807037,2.0941533902112175
71,0.12618527,2.061126882363896,4.9999993e-10,0.13071896135807037,2.0941533902112175
72,0.13202043,2.061112208926356,4.9999993e-10,0.13071896135807037,2.0941533902112175
73,0.13712619,2.060753296797159,4.9999993e-10,0.13071896135807037,2.0941533902112175
74,0.13712619,2.0606462506809695,4.9999993e-10,0.13071896135807037,2.0941533902112175
75,0.124726474,2.0609865512054912,4.9999993e-10,0.13071896135807037,2.0941533902112175
76,0.12326769,2.0628272916695045,4.9999993e-10,0.13071896135807037,2.0941533902112175
77,0.12764406,2.0606530983894955,4.9999993e-10,0.13071896135807037,2.0941533902112175
78,0.12618527,2.061240543682674,4.9999993e-10,0.13071896135807037,2.0941533902112175
79,0.14223194,2.0608774174050986,4.9999993e-10,0.13071896135807037,2.0941533902112175
80,0.1342086,2.061314805592176,4.9999993e-10,0.13071896135807037,2.0941533902112175
81,0.13202043,2.0616759553084316,4.9999994e-11,0.13071896135807037,2.0941533902112175
82,0.13858497,2.061334777452231,4.9999994e-11,0.13071896135807037,2.0941533902112175
83,0.123997085,2.061640693357093,4.9999994e-11,0.13071896135807037,2.0941533902112175
84,0.13202043,2.0613533528854515,4.9999994e-11,0.13071896135807037,2.0941533902112175
85,0.1495259,2.0601485432889843,4.9999994e-11,0.13071896135807037,2.0941533902112175
86,0.1363968,2.0613038386853395,4.9999994e-11,0.13071896135807037,2.0941533902112175
87,0.134938,2.0618372732144388,4.9999994e-11,0.13071896135807037,2.0941533902112175
88,0.12764406,2.0610669337424983,4.9999994e-11,0.13071896135807037,2.0941533902112175
89,0.1356674,2.060408457624573,4.9999994e-11,0.13071896135807037,2.0941533902112175
90,0.1356674,2.0608361313414347,4.9999994e-11,0.13071896135807037,2.0941533902112175
91,0.14296134,2.0608262499260435,4.9999995e-12,0.13071896135807037,2.0941533902112175
92,0.13056163,2.0609374606287627,4.9999995e-12,0.13071896135807037,2.0941533902112175
93,0.14442013,2.059573248996081,4.9999995e-12,0.13071896135807037,2.0941533902112175
94,0.134938,2.0610339478103894,4.9999995e-12,0.13071896135807037,2.0941533902112175
95,0.12910284,2.0605210325824004,4.9999995e-12,0.13071896135807037,2.0941533902112175
96,0.12691467,2.0613871709349207,4.9999995e-12,0.13071896135807037,2.0941533902112175
97,0.13347921,2.0608375183776033,4.9999995e-12,0.13071896135807037,2.0941533902112175
98,0.14077316,2.0615061984976917,4.9999995e-12,0.13071896135807037,2.0941533902112175
99,0.13785557,2.0605828369037678,4.9999995e-12,0.13071896135807037,2.0941533902112175
